,inscricao,ano,municipio_residencia,uf_residencia,idade,sexo,estado_civil,raca,gestante,municipio_prova,uf_prova,nota_ciencias_da_naturaza,nota_ciencias_humanas,nota_linguagens_e_codigos,nota_matematica,nota_redacao,questionario_pai,questionario_mae
8696,9ff61fa0515e647cd72f114d173f34bb91eb2023,2016,Graça,CE,17,M,Não informado,Parda,Não,Sobral,CE,477.0,454.8,504.9,380.4,480.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8697,7a30b7026db96678c52222c62b284ff66bd19795,2016,Caucaia,CE,28,M,Solteiro(a),Parda,Não,Fortaleza,CE,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8698,bd007fe774fa578af012a5cbca1acff55585d807,2016,Milagres do Maranhão,MA,46,F,Solteiro(a),Parda,Não,Brejo,MA,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8699,f8257b51648b2413de399a1a2a5b333bc204e5f4,2016,São Paulo,SP,40,M,Solteiro(a),Branca,Não,São Paulo,SP,0.0,0.0,0.0,0.0,0.0,Completou a Pós-graduação.,"Completou o Ensino Médio, mas não completou a Faculdade."
8700,eeaf7b4e606d70197f33b51e2405993ae8463237,2016,Cariacica,ES,29,M,Solteiro(a),Parda,Não,Cariacica,ES,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8701,5f777ce2c9d860b7b8e8eaf47e6488858bd2e2c9,2016,Belford Roxo,RJ,19,M,Não informado,Branca,Não,Duque de Caxias,RJ,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8702,5c70d5615bd1ccb4e83e08bad257d9c90351f47b,2016,São Paulo,SP,17,F,Não informado,Parda,Não,São Paulo,SP,400.5,568.9,538.8,533.8,460.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8703,12aba7255bcb0e3d3b05bfac141bdf1c5f8490b8,2016,Martins,RN,28,F,Casado(a)/Mora com companheiro(a),Parda,Não,Umarizal,RN,0.0,0.0,0.0,0.0,0.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a Faculdade, mas não completou a Pós-graduação."
8704,dd35cbfe9df04e6a33db613f65bcd7af550cbf07,2016,Vilhena,RO,20,F,Não informado,Parda,Não,Vilhena,RO,427.1,485.2,468.4,413.7,520.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",Não completou a 4ª série/5º ano do Ensino Fundamental.
8705,e9697a7430697a53c98488e8b69a555e08119296,2016,Icó,CE,17,M,Não informado,Parda,Não,Icó,CE,453.3,496.2,393.4,430.5,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8706,a8964ddd0598a59573403bced8b18bd3e63817d2,2016,Goiânia,GO,17,F,Não informado,Branca,Não,Goiânia,GO,458.3,539.8,532.9,645.4,720.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.
8707,d9c3a5ffc6968ffe2b9f596c5bbbe1d5a78a8eb2,2016,Rosana,SP,17,M,Não informado,Parda,Não,Rosana,SP,469.9,499.6,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8708,424f9fe1f1e8a424824a3cc74fc9b5ece8893eb7,2016,Abaetetuba,PA,28,F,Não informado,Parda,Não,Abaetetuba,PA,441.2,580.8,503.7,344.7,720.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8709,7645bfbaff10a2b20dd7cdb3fe76f94f2f078a9a,2016,Guaraí,TO,45,M,Não informado,Branca,Não,Guaraí,TO,530.1,617.1,586.8,630.5,600.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8710,e7fbfdf0a200f0a15a6aa1472c00d917a564a1fd,2016,São João Nepomuceno,MG,17,M,Não informado,Branca,Não,São João Nepomuceno,MG,612.8,612.3,607.0,493.9,700.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
8711,518552b4c701810b496074b9beae355c13315152,2016,Sebastião Barros,PI,18,M,Não informado,Preta,Não,Corrente,PI,411.1,519.9,450.7,512.1,520.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8712,b0e3b914066dad532be1a137dfea59b7578e4587,2016,Manaus,AM,22,M,Não informado,Parda,Não,Manaus,AM,0.0,0.0,0.0,0.0,0.0,Nunca estudou,Não sei.
8713,c9a8f3ae3130c25133c664a8821e00cec8e03e3d,2016,Simões Filho,BA,21,F,Não informado,Branca,Não,Simões Filho,BA,440.6,528.0,548.5,497.6,460.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",Não sei.
8714,cc60199e4324178834d8fb470fb50b8799f4a660,2016,Campos dos Goytacazes,RJ,19,M,Não informado,Branca,Não,Campos dos Goytacazes,RJ,529.2,597.2,535.4,713.1,520.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade."
8715,02549cef6b980bb164c6ecde8aea86d2408bbd16,2016,Itapipoca,CE,17,F,Não informado,Parda,Não,Itapipoca,CE,493.3,576.1,564.9,507.8,780.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação."
8716,5afd4c0872dfa6decb421769648d1c31d0140827,2016,Ivolândia,GO,18,F,Não informado,Parda,Não,Goiânia,GO,504.3,571.6,539.2,526.9,700.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação."
8717,12ca616b5185bd77c637cbee1fb2bee0615aa22f,2016,São Paulo,SP,17,F,Não informado,Branca,Não,São Paulo,SP,434.8,558.2,511.2,474.1,540.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não sei.
8718,bf925b593c941af34671fcffae23ff7cace8c58c,2016,Aparecida de Goiânia,GO,21,M,Não informado,Parda,Não,Aparecida de Goiânia,GO,397.1,463.6,384.6,436.5,420.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8719,cf68d2e45ee861629eb9f16acd9c8cf661a806b8,2016,Dias d'Ávila,BA,31,F,Não informado,Branca,Não,Dias d'Ávila,BA,555.9,579.1,572.3,565.2,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8720,1ceb93e8bd0e172bade66f28f6ee5037e3808dcf,2016,São João de Meriti,RJ,19,F,Não informado,Parda,Não,São João de Meriti,RJ,434.4,536.5,519.6,391.4,440.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8721,76aef63df390bf06a1435be8589657b81bc72220,2016,Francisco Morato,SP,17,M,Não informado,Preta,Não,Francisco Morato,SP,492.3,583.5,536.8,550.1,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8722,3dfb1ecbe6217c8a2ca338cd62257ad400ea58af,2016,Curitiba,PR,21,M,Não informado,Parda,Não,São José dos Pinhais,PR,0.0,0.0,0.0,0.0,0.0,Não sei.,Não sei.
8723,dc9a5b187fbdec4c0d5c7da1c7c40bd0d8a202e0,2016,Vitória,ES,16,F,Não informado,Parda,Não,Vitória,ES,442.4,560.5,465.5,366.9,640.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação."
8724,8127a743adac6b972a5fdc7db57ac1ad3f26b9f5,2016,Taubaté,SP,18,M,Não informado,Branca,Não,Taubaté,SP,568.7,526.9,566.6,451.5,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8725,d7ec2a8c465d44a21f4a7589d6da83b41e50b8b4,2016,Boa Esperança,ES,19,M,Não informado,Branca,Não,Nova Venécia,ES,472.3,453.2,436.6,396.9,380.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8726,0af891db27571d4a9711b2c0d5f4a3721c44d096,2016,Conceição,PB,20,M,Não informado,Branca,Não,Conceição,PB,395.7,519.0,468.1,341.9,440.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8727,9d51cccdc060a8fe69e5851a80eb5cc467a6e497,2016,Barra Mansa,RJ,18,F,Não informado,Branca,Não,Barra Mansa,RJ,585.6,628.8,640.3,557.9,720.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação."
8728,d6b108e51452648f4d6a2f5ffbe7e98a623c132d,2016,Itapagé,CE,15,F,Não informado,Branca,Não,Itapagé,CE,415.0,499.9,451.9,376.4,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação."
8729,30291d206507ed9e9372d86bcbd33d7c96624383,2016,Poço Branco,RN,28,M,Não informado,Parda,Não,João Câmara,RN,413.0,488.4,472.1,380.8,340.0,Não sei.,Não sei.
8730,685ce3071f080495d0b0db0160b8d03ea9b79f4e,2016,Água Clara,MS,28,F,Não informado,Branca,Não,Água Clara,MS,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Nunca estudou
8731,d3d738d3769a9c9c66891fa3034acb699b2d67fb,2016,Cajazeiras do Piauí,PI,19,F,Não informado,Parda,Não,Floriano,PI,446.5,533.8,473.5,505.0,520.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
8732,44984d3ef47200c00e2ef10e5ca448429ecd7684,2016,Capão da Canoa,RS,22,F,Não informado,Branca,Não,Capão da Canoa,RS,400.8,401.6,436.1,379.7,440.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8733,274ed3e36f5248e801c268d016b0b0ec4f655f44,2016,Suzano,SP,18,M,Não informado,Branca,Não,Suzano,SP,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8734,0971cad360fac4e9953a4d3b82eb9e91e099a34f,2016,Balsas,MA,19,F,Não informado,Parda,Não,Balsas,MA,522.1,547.1,565.2,478.4,680.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8735,f75e645f6ff4bba30a434f6548cb029ec6074f18,2016,São Paulo,SP,22,M,Não informado,Branca,Não,Diadema,SP,387.7,487.0,422.1,568.1,420.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8736,1598153cbceba1f24efacc1e5e704eacfb6560b4,2016,Tururu,CE,17,F,Não informado,Parda,Não,Itapipoca,CE,486.2,491.7,538.3,442.8,500.0,Não sei.,Não sei.
8737,fa30f7b81c24cb0da4d9fa2c7a2a4951917456cc,2016,Várzea Grande,MT,20,M,Não informado,Parda,Não,Várzea Grande,MT,396.1,480.1,488.8,366.0,380.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8738,23ff61502346d0d1ac188b61f06b465db47068b8,2016,São Luís,MA,15,F,Não informado,Parda,Não,São Luís,MA,420.0,345.1,454.7,396.0,280.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade."
8739,d1216cba5166debc9f583adbea26f328e87b08a3,2016,Barra do Garças,MT,44,F,Solteiro(a),Branca,Não,Barra do Garças,MT,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8740,ad99480329a1eda093e3c89785ef73d1f1a109b0,2016,Fortaleza,CE,17,F,Não informado,Parda,Não,Fortaleza,CE,490.4,523.3,457.1,463.0,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8741,b8deebc554da7fbeaa2a25fafc289a0b0404a049,2016,Rio Grande,RS,19,F,Não informado,Parda,Não,Rio Grande,RS,562.7,557.3,489.0,388.8,500.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8742,1e5b48e722f3ae46bac7da1e4b79a819d53d3e9a,2016,Carpina,PE,14,F,Não informado,Parda,Não,Carpina,PE,467.3,516.7,524.4,414.3,500.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação."
8743,a84f55ebf9482933b03bf528f23a9be653b77cf8,2016,Chapecó,SC,20,F,Não informado,Branca,Não,Chapecó,SC,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8744,8dca7a9dbe050eeb4fae49bfb94e66d84b543ce7,2016,Ferraz de Vasconcelos,SP,18,F,Não informado,Branca,Não,Ferraz de Vasconcelos,SP,565.6,658.1,625.9,597.6,740.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8745,8981b99c2d84fa1a171f641fd18cc1a6ca45d861,2016,Vespasiano,MG,16,F,Não informado,Não declarado,Não,Belo Horizonte,MG,525.3,597.7,581.4,594.2,620.0,Não sei.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8746,1094096d10722c6112d839d8787c11eeff4b54be,2016,Caraí,MG,22,F,Não informado,Parda,Não,Teófilo Otoni,MG,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8747,8aec7bea771c8c89b68a354492fb5db42caec618,2016,Marabá,PA,17,F,Não informado,Parda,Não,Marabá,PA,540.8,554.3,561.3,573.5,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.
8748,c10924b954180578f11124bdefa641522300ce42,2016,Natal,RN,18,F,Não informado,Preta,Não,Natal,RN,582.5,597.3,590.1,571.6,780.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8749,3d2c25ce816da42faabf46a4b3848f102e0ffcb1,2016,Rio de Janeiro,RJ,18,M,Não informado,Parda,Não,Rio de Janeiro,RJ,417.1,479.5,471.9,377.8,520.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8750,5991308505954b85f0dbf687e807042ee72b5ca4,2016,Balneário Camboriú,SC,16,F,Não informado,Branca,Não,Balneário Camboriú,SC,386.1,538.6,548.2,527.4,560.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a Faculdade, mas não completou a Pós-graduação."
8751,cc7146d91ef81050c97b55adf810174576a57b37,2016,Botucatu,SP,27,F,Não informado,Branca,Não,Botucatu,SP,563.8,534.9,550.8,447.2,740.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade."
8752,fd77c9fdc7b7aca596a483016dff4fe8da699784,2016,Caucaia,CE,18,M,Não informado,Parda,Não,Caucaia,CE,494.8,515.7,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8753,404714ab2a37447093a4276c20eaa67a7e979c76,2016,São Paulo,SP,39,M,Divorciado(a)/Desquitado(a)/Separado(a),Branca,Não,São Caetano do Sul,SP,557.3,549.0,546.2,591.6,580.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8754,de48a32bbe88e6a93831fae6cc31665b8d867c03,2016,Rio de Janeiro,RJ,18,M,Não informado,Parda,Não,Rio de Janeiro,RJ,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8755,4ba0b37d5be77a3f339ad572de22aa0d3e3affb8,2016,Belém,PA,19,F,Não informado,Parda,Não,Belém,PA,495.1,598.2,602.6,491.5,900.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade."
8756,42bb2e51e65b0c67a855d34f9942b11f65235b2e,2016,Angical do Piauí,PI,17,F,Não informado,Preta,Não,Água Branca,PI,402.0,437.4,372.3,353.6,480.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Nunca estudou
8757,9fddcd5f6ef41690cb8e50991d3ee1ed328f6002,2016,São Luís do Curu,CE,18,M,Não informado,Preta,Não,São Gonçalo do Amarante,CE,438.9,421.2,459.5,421.3,380.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8758,5f99918fd0ab42573d0627b613e54466b7d7d941,2016,São Paulo,SP,17,F,Não informado,Branca,Não,São Paulo,SP,0.0,0.0,0.0,0.0,0.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade."
8759,5ff6712852ff4cd3e720f0e9590029585a6f484d,2016,Rio de Janeiro,RJ,24,F,Não informado,Parda,Não,Rio de Janeiro,RJ,0.0,0.0,0.0,0.0,0.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8760,62e60115b24e3b90035436ef7a1a0de5046c7e46,2016,Corinto,MG,15,F,Não informado,Parda,Não,Corinto,MG,435.5,525.9,524.8,374.7,700.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8761,75a5779cfab3ea694b531b2f60b7ece49cf57335,2016,Castelo,ES,19,M,Não informado,Branca,Não,Castelo,ES,435.7,493.3,443.4,472.8,480.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",Completou a Pós-graduação.
8762,828000c4057e08b64f0658d119fdc2940b1882ce,2016,São José dos Campos,SP,30,F,Casado(a)/Mora com companheiro(a),Preta,Não,São José dos Campos,SP,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8763,c9453f1c961fad1533eabf9710cf96ccccfa807e,2016,Primavera do Leste,MT,24,M,Solteiro(a),Parda,Não,Primavera do Leste,MT,497.2,619.1,525.4,542.2,400.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",Não completou a 4ª série/5º ano do Ensino Fundamental.
8764,db3939a8ab296826ec6e4cf7add8cf92a6a19dc5,2016,Uberlândia,MG,25,M,Não informado,Branca,Não,Uberlândia,MG,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
8765,09cdb5eadbdccd0cb276f46013fce751666c7097,2016,Barbalha,CE,40,F,Solteiro(a),Parda,Não,Barbalha,CE,400.3,460.8,384.3,449.2,380.0,Nunca estudou,Não completou a 4ª série/5º ano do Ensino Fundamental.
8766,2afc8e7b0ae37a83441aad62877d665353b5364f,2016,Tamboril,CE,29,M,Não informado,Parda,Não,Tamboril,CE,432.7,439.3,427.3,573.9,0.0,Não sei.,Não sei.
8767,d8804d731988e272cfc85fb5853bf3b12edbb25a,2016,Campo Largo,PR,23,F,Não informado,Preta,Não,Campo Largo,PR,0.0,0.0,0.0,0.0,0.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
8768,e5c8a1380380e8dc77136635cba2b88ccfdc3783,2016,Fortaleza,CE,18,M,Não informado,Parda,Não,Fortaleza,CE,393.2,393.2,426.5,384.6,400.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8769,5468bc68ede144e7d83eb1a810d1e09671ed6d2d,2016,Barbalha,CE,20,F,Não informado,Parda,Não,Barbalha,CE,576.9,540.6,488.7,508.9,640.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a Faculdade, mas não completou a Pós-graduação."
8770,2979f6b52aff2463ba0801687d0a14db3cce2c2b,2016,Rio de Janeiro,RJ,18,F,Não informado,Parda,Não,Rio de Janeiro,RJ,418.8,421.1,432.5,365.2,420.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
8771,ec9cc9e700727c80201589966b6fd6cd268451dd,2016,Nova Monte Verde,MT,17,F,Não informado,Parda,Não,Alta Floresta,MT,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8772,a0ea9ca73a335f3d51bfa9026bbdc7f722fff1ed,2016,Jaú,SP,20,F,Não informado,Preta,Não,Jaú,SP,426.5,591.1,565.8,472.0,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8773,36106371bbf23deb93e3267dea4f1f6e7a05516a,2016,Rio de Janeiro,RJ,20,F,Não informado,Branca,Não,Rio de Janeiro,RJ,503.4,573.6,566.7,617.5,600.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8774,eb963ef2d89f9764defa9f80590f9cdf046cd39a,2016,Igarapava,SP,15,M,Não informado,Branca,Não,Ituverava,SP,664.5,629.5,609.7,736.7,700.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a Faculdade, mas não completou a Pós-graduação."
8775,e41286b71df0335b1b36eae7db6f7a2d45306e87,2016,Piracanjuba,GO,17,M,Não informado,Parda,Não,Piracanjuba,GO,398.7,384.8,374.7,435.5,500.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8776,1ec90b442c412989b7ee2e59bc70951b31e3f407,2016,Monte Carmelo,MG,16,F,Não informado,Branca,Não,Monte Carmelo,MG,409.0,493.7,473.3,496.8,520.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
8777,9c23d83ec4243f4397cde82dbb0ec6f71b388c6c,2016,Petrolina,PE,19,F,Não informado,Parda,Não,Petrolina,PE,506.0,545.4,526.9,450.1,620.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
8778,67f4dec6417baceb50aa415929d251da9ee6c4cd,2016,Fortaleza,CE,18,M,Não informado,Parda,Não,Fortaleza,CE,438.0,446.3,439.0,395.0,360.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
8779,be8faa036f409590d9e6ae257ee3c4911daac2ac,2016,Ribeirão das Neves,MG,25,M,Solteiro(a),Parda,Não,Ribeirão das Neves,MG,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8780,0c7171cdce1a73f6a082b0e0adc63e364484c7e3,2016,Juiz de Fora,MG,17,F,Não informado,Branca,Não,Juiz de Fora,MG,661.7,668.2,620.4,814.8,520.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
8781,65605e01af927a971cb173f796a673dc9865e5f9,2016,São José de Ribamar,MA,21,M,Não informado,Parda,Não,São Luís,MA,0.0,0.0,0.0,0.0,0.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade."
8782,8c09684ad826770b08b0eb680fabd45035e199a5,2016,São Paulo,SP,34,F,Não informado,Branca,Não,São Paulo,SP,470.9,514.3,557.4,378.6,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação."
8783,baadbc85239196c4c4cbb7226794012e09a70482,2016,Jaguarari,BA,28,M,Solteiro(a),Parda,Não,Jaguarari,BA,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8784,c4d3b6a165c0e3a643094a9abb6e590ee5144df9,2016,Oriximiná,PA,45,F,Não informado,Parda,Não,Oriximiná,PA,403.9,417.9,433.9,443.7,260.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Nunca estudou
8785,24dacc105db7ea76753316f696c189be76c93442,2016,Montes Claros,MG,19,F,Não informado,Parda,Não,Montes Claros,MG,486.9,527.0,0.0,0.0,0.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade."
8786,106957a6a1d711d7046b192370ef413ca28aa61c,2016,Ananindeua,PA,17,F,Não informado,Parda,Não,Ananindeua,PA,526.7,569.5,465.7,366.2,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
8787,8dc8edfe20b83ce785e4458b416d5d645eb8b74e,2016,Ipaumirim,CE,17,F,Não informado,Parda,Não,Cajazeiras,PB,404.1,526.5,458.1,376.8,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
8788,e6339cbe932ff357c5f865a2ac094f2df6f29414,2016,Palmas,TO,17,F,Não informado,Parda,Não,Palmas,TO,415.1,547.4,482.6,500.7,460.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
8789,b6dd577ef5bf7356438f1420458cf2c796f25f11,2016,Olinda,PE,27,M,Solteiro(a),Parda,Não,Olinda,PE,387.3,508.8,415.9,559.8,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
